a_tstamp,b_windspeed,c_temperature,d_solarflux,e_humidity,f_ma_5_windspeed,g_ma_5_temperature,h_ma_5_solarflux,i_ma_5_humidity,j_mm_5_windspeed,k_mm_5_temperature,l_mm_5_solarflux,m_mm_5_humidity,n_sd_5_windspeed,o_sd_5_temperature,p_sd_5_solarflux,q_sd_5_humidity,r_clearingprice
965343600,6.9345,57.5845,1.41129,0.9,6.9345,57.25262,0.482378,0.896812,6.9345,57.247,0.28105,0.9,0,0.1999950639,0.5338610483,0.0044213545,0.14
965344500,6.9345,57.7814,2.35626,0.9,6.9345,57.3595,0.95363,0.899062,6.9345,57.3314,0.71955,0.9,0,0.2906716911,0.84774891,0.001876,0.14
965345400,6.9345,57.922,3.55446,0.9,6.9345,57.52826,1.664522,0.9,6.9345,57.5845,1.41129,0.9,0,0.3216603899,1.1765594253,0,0.14
965346300,6.9345,57.8207,5.17177,0.90281,6.9345,57.688,2.642666,0.900562,6.9345,57.7814,2.35626,0.9,0,0.2092676086,1.5826828957,0.001124,0.14
965347200,6.9345,57.787,6.93173,0.90375,6.9345,57.77912,3.885102,0.901312,6.9345,57.787,3.55446,0.9,0,0.1096246578,1.9750384562,0.0016341285,0.14
965348100,6.9345,57.8207,8.83432,0.90281,6.9345,57.82636,5.369708,0.901874,6.9345,57.8207,5.17177,0.90281,0,0.0505602453,2.3176981098,0.0015681403,0.14
965349000,6.9345,57.922,10.8795,0.9,6.9345,57.85448,7.074356,0.901874,6.9345,57.8207,6.93173,0.90281,0,0.0564865081,2.5925446054,0.0015681403,0.14
965349900,6.9345,57.7364,12.7192,0.90281,6.9345,57.81736,8.907304,0.902436,6.9345,57.8207,8.83432,0.90281,0,0.0607422291,2.6937907022,0.0012712451,0.14
965350800,6.9345,57.8545,14.9336,0.89875,6.9345,57.82412,10.85967,0.901624,6.9345,57.8207,10.8795,0.90281,0,0.0625904593,2.8137486014,0.0019094669,0.14
965351700,6.9345,58.2764,17.5228,0.88781,6.9345,57.922,12.977884,0.898436,6.9345,57.8545,12.7192,0.9,0,0.1870105131,3.0371151432,0.005544733,0.14
965352600,6.9345,59.002,20.4868,0.87,6.9345,58.15826,15.30838,0.891874,6.9345,57.922,14.9336,0.89875,0,0.4586739653,3.4111282828,0.0120656149,0.14
965353500,6.49411,61.0439,23.4631,0.82188,6.846422,58.78264,17.8251,0.87625,6.9345,58.2764,17.5228,0.88781,0.176156,1.2143933903,3.8312938608,0.0294634574,0.14
965354400,6.34731,62.7145,27.0558,0.7825,6.728984,59.77826,20.69242,0.852188,6.9345,59.002,20.4868,0.87,0.2559497282,1.8320679863,4.2760273855,0.0436559418,0.14
965355300,6.49411,64.0139,31.2651,0.75188,6.640906,61.01014,23.95872,0.822814,6.49411,61.0439,23.4631,0.82188,0.2456386029,2.1649257508,4.8310666969,0.0512029724,0.14
965356200,6.9345,64.942,36.0909,0.73,6.640906,62.34326,27.67234,0.791252,6.49411,62.7145,27.0558,0.7825,0.2456386029,2.122953675,5.540936472,0.0500357498,0.12
965357100,8.67512,64.8407,43.6445,0.73281,6.98903,63.511,32.30388,0.763814,6.49411,64.0139,31.2651,0.75188,0.8657446714,1.468997356,7.0672764351,0.0345481748,0.12
965358000,10.0383,64.807,50.407,0.73375,7.697868,64.26362,37.69266,0.746188,6.9345,64.807,36.0909,0.73375,1.4344625722,0.842688012,8.4154713989,0.0197316308,0.12
965358900,11.0239,64.8407,56.3787,0.73281,8.633186,64.68886,43.55724,0.73625,8.67512,64.8407,43.6445,0.73281,1.7408502235,0.3405051224,9.145048952,0.0079155114,0.12
965359800,11.6321,64.942,61.5593,0.73,9.660784,64.87448,49.61608,0.731874,10.0383,64.8407,50.407,0.73281,1.6906122146,0.0564865081,9.0287247096,0.0015681403,0.12
965360700,11.4853,65.0264,65.1995,0.72625,10.570944,64.89136,55.4378,0.731124,11.0239,64.8407,56.3787,0.73281,1.0995568524,0.0813015277,7.7206180514,0.0027422735,0.12
965361600,11.2126,65.2345,68.5484,0.72,11.07844,64.97012,60.41858,0.728562,11.2126,64.942,61.5593,0.73,0.5612377735,0.1531095216,6.4312483377,0.0050136191,0.12
965362500,10.8142,65.5664,71.6061,0.71125,11.23362,65.122,64.6584,0.724062,11.2126,65.0264,65.1995,0.72625,0.2974782641,0.2572223396,5.3264111257,0.0077100179,0.12
965363400,10.2899,66.022,74.3725,0.7,11.08682,65.35826,68.25716,0.7175,11.2126,65.2345,68.5484,0.72,0.48607414,0.3956243248,4.5366996028,0.0108108742,0.12
965364300,9.24134,66.7026,77.3227,0.68344,10.608668,65.71038,71.40984,0.708188,10.8142,65.5664,71.6061,0.71125,0.7933044591,0.5994377712,4.2552073377,0.0151963277,0.12
965365200,8.33259,67.4395,79.665,0.66625,9.978126,66.193,74.30294,0.696188,10.2899,66.022,74.3725,0.7,1.0555369396,0.7942348796,3.956340559,0.0193246055,0.12
965366100,7.56364,68.2326,81.3994,0.64844,9.248334,66.79262,76.87314,0.681876,9.24134,66.7026,77.3227,0.68344,1.2011349571,0.9589129687,3.5349265003,0.0226092694,0.12
965367000,6.9345,69.082,82.5257,0.63,8.472394,67.49574,79.05706,0.665626,8.33259,67.4395,79.665,0.66625,1.1920656825,1.0828967663,2.9271391553,0.0247542737,0.12
965367900,6.1306,70.3589,82.4131,0.60344,7.640534,68.36312,80.66518,0.646314,7.56364,68.2326,81.3994,0.64844,1.0794275091,1.2749401796,1.9610390403,0.0278733935,0.12
965368800,5.67623,71.4445,82.1133,0.58125,6.927512,69.3115,81.6233,0.625876,6.9345,69.082,82.1133,0.63,0.9570503884,1.439987168,1.0548250945,0.0304993617,0.12
965369700,5.57137,72.3389,81.6261,0.56344,6.375268,70.29138,82.01552,0.605314,6.1306,70.3589,82.1133,0.60344,0.7641645098,1.4985164602,0.4379877185,0.031000872,0.12
965370600,5.81603,73.042,80.9517,0.55,6.025746,71.25326,81.92598,0.585626,5.81603,71.4445,82.1133,0.58125,0.4918186613,1.4091861149,0.5781329065,0.0285200642,0.12
965371500,7.45878,73.0645,80.2969,0.55688,6.130602,72.04976,81.48022,0.571002,5.81603,72.3389,81.6261,0.56344,0.6902473016,1.0318126411,0.7709625112,0.01926107,0.12
965372400,8.75201,73.222,79.3169,0.5575,6.654884,72.62238,80.86098,0.561814,5.81603,73.042,80.9517,0.5575,1.2553587943,0.6631526805,0.9863380159,0.0106106316,0.12
965373300,9.69572,73.5145,78.0118,0.55188,7.458782,73.03638,80.04068,0.55594,7.45878,73.0645,80.2969,0.55688,1.6085576438,0.3873897748,1.2688084369,0.0047187795,0.12
965374200,10.2899,73.942,76.3816,0.54,8.402488,73.357,78.99178,0.551252,8.75201,73.222,79.3169,0.55188,1.6085576438,0.3376499667,1.6385193357,0.0063131811,0.12
965375100,9.67475,74.9939,74.4647,0.50313,9.174232,73.74738,77.69438,0.541878,9.67475,73.5145,78.0118,0.55188,0.9887598364,0.6911253704,2.0813774856,0.0203670385,0.12
965376000,9.28329,75.8545,72.197,0.4725,9.539134,74.30538,76.0744,0.525002,9.67475,73.942,76.3816,0.54,0.5082481294,0.9803143361,2.5293106452,0.032367673,0.12
965376900,9.11552,76.5239,69.5786,0.44813,9.611836,74.96576,74.12674,0.503128,9.67475,74.9939,74.4647,0.50313,0.4062111596,1.1289544749,2.9900426656,0.0392406837,0.12
965377800,9.17144,77.002,66.6095,0.43,9.50698,75.66326,71.84628,0.478752,9.28329,75.8545,72.197,0.4725,0.4374873115,1.0936432263,3.4674051586,0.0392406837,0.12
965378700,10.0173,77.1032,62.7621,0.42188,9.45246,76.2955,69.12238,0.455128,9.28329,76.5239,69.5786,0.44813,0.343387933,0.7864263042,4.122366684,0.0296371263,0.12
965379600,10.7093,77.137,58.9157,0.4175,9.65937,76.72412,66.01258,0.438002,9.28329,77.002,66.6095,0.43,0.6173737221,0.4873840022,4.7381681867,0.0201840099,0.12
965380500,11.2476,77.1032,55.0704,0.41688,10.052232,76.97386,62.58726,0.426878,10.0173,77.1032,62.7621,0.42188,0.8384613497,0.2294899527,5.197525483,0.0116127626,0.12
965381400,11.6321,77.002,51.226,0.42,10.555548,77.06948,58.91674,0.421252,10.7093,77.1032,58.9157,0.42,0.8794322853,0.0564626036,5.4388815794,0.0047261248,0.12
965382300,11.7579,76.6307,47.4238,0.44094,11.07284,76.99522,55.0796,0.42344,11.2476,77.1032,55.0704,0.42,0.6417080383,0.1877986837,5.4258282446,0.0089312306,0.12
965383200,11.7998,76.327,43.5952,0.45625,11.42934,76.83998,51.24622,0.430314,11.6321,77.002,51.226,0.42,0.4093387184,0.3132739146,5.4146964216,0.0157266495,0.12
965384100,11.7579,76.0907,39.7403,0.46594,11.63906,76.63072,47.41114,0.440002,11.7579,76.6307,47.4238,0.44094,0.203652946,0.3859931678,5.4151780254,0.0193513001,0.12
965385000,11.6321,75.922,35.859,0.47,11.71596,76.39448,43.56886,0.450626,11.7579,76.327,43.5952,0.45625,0.0701599202,0.3859931678,5.4330997059,0.0182935525,0.12
965385900,11.1707,76.192,31.7197,0.45438,11.62368,76.23248,39.6676,0.457502,11.7579,76.192,39.7403,0.45625,0.2333709699,0.2390193415,5.5365063688,0.0101293048,0.1279
965386800,10.7932,76.282,27.7085,0.4425,11.43074,76.16274,35.72454,0.457814,11.6321,76.192,35.859,0.45625,0.389323221,0.1450558182,5.6282739346,0.0096258768,0.1255
965387700,10.4996,76.192,23.8254,0.43438,11.1707,76.13574,31.77058,0.45344,11.1707,76.192,31.7197,0.45438,0.4797030873,0.1228297619,5.6543891431,0.0135228281,0.1343
965388600,10.2899,75.922,20.0704,0.43,10.8771,76.102,27.8366,0.446252,10.7932,76.192,27.7085,0.4425,0.4797030873,0.1505988048,5.5831418549,0.0144857259,0.1313
965389500,10.2899,75.4045,15.8543,0.4275,10.60866,75.9985,23.83566,0.437752,10.4996,76.192,23.8254,0.43438,0.3361707697,0.3206072364,5.5684175844,0.0097529614,0.1341
965390400,10.2899,74.752,12.1591,0.43,10.4325,75.7105,19.92354,0.432876,10.2899,75.922,20.0704,0.43,0.1977934175,0.5684267763,5.5262450943,0.0052976886,0.1341
965391300,10.2899,73.9645,8.9849,0.4375,10.33184,75.247,16.17882,0.431876,10.2899,75.4045,15.8543,0.43,0.08388,0.8078722052,5.3222274974,0.0035801542,0.134
965392200,10.2899,73.042,6.33173,0.45,10.2899,74.617,12.680086,0.435,10.2899,74.752,12.1591,0.43,0,1.024479136,4.8768806716,0.0082158384,0.1273
965393100,10.3948,71.5964,4.56165,0.475,10.31088,73.75188,9.578336,0.444,10.2899,73.9645,8.9849,0.4375,0.04196,1.3361604535,4.0523529506,0.0173637554,0.1357
965394000,10.4297,70.2745,3.07117,0.5,10.33884,72.72588,7.02171,0.4585,10.2899,73.042,6.33173,0.45,0.0609465865,1.6139555501,3.2367151522,0.0257681975,0.1345
965394900,10.3948,69.0764,1.8603,0.525,10.35982,71.59076,4.96195,0.4775,10.3948,71.5964,4.56165,0.475,0.058494492,1.7773754545,2.506629042,0.0320156212,0.1373
965395800,10.2899,68.002,0.92903,0.55,10.35982,70.39826,3.350776,0.5,10.3948,70.2745,3.07117,0.5,0.058494492,1.7849141734,1.9244144306,0.0353553391,0.1382
965396700,9.80058,66.9501,0.60968,0.58156,10.261956,69.17988,2.206366,0.526312,10.3948,69.0764,1.8603,0.525,0.2354067912,1.6375463418,1.4557474915,0.0372570178,0.1385
965397600,9.45106,66.0895,0.34839,0.60875,10.073208,68.0785,1.363714,0.553062,10.2899,68.002,0.92903,0.55,0.3844105991,1.4868409612,0.9950280323,0.0387961773,0.1386
965398500,9.24134,65.4201,0.14516,0.63156,9.835536,67.10762,0.778512,0.579374,9.80058,66.9501,0.60968,0.58156,0.4519591727,1.3103522357,0.6012594914,0.0384979748,0.14
965399400,9.17144,64.942,0,0.65,9.590864,66.28074,0.406452,0.604374,9.45106,66.0895,0.34839,0.60875,0.4123738126,1.0936432263,0.3320353353,0.035544255,0.14
965400300,9.43008,64.942,0,0.65844,9.4189,65.66874,0.220646,0.626062,9.43008,65.4201,0.14516,0.63156,0.2189076909,0.7664262955,0.2326944063,0.0280418405,0.14
965401200,9.70271,64.942,0,0.66625,9.399326,65.26712,0.09871,0.643,9.43008,64.942,0,0.65,0.1857717265,0.4509591529,0.1369150811,0.0206489331,0.14
965402100,9.98932,64.942,0,0.67344,9.506978,65.03762,0.029032,0.655938,9.43008,64.942,0,0.65844,0.3033240576,0.19124,0.058064,0.014480774,0.14
965403000,10.2899,64.942,0,0.68,9.71669,64.942,0,0.665626,9.70271,64.942,0,0.66625,0.3956096854,0,0,0.0106195134,0.14
965403900,10.5416,65.1276,0,0.68406,9.990722,64.97912,0,0.672438,9.98932,64.942,0,0.67344,0.3975541162,0.07424,0,0.009246557,0.14
965404800,10.8491,65.1895,0,0.68875,10.274526,65.02862,0,0.6785,10.2899,64.942,0,0.68,0.4024962517,0.1078781609,0,0.0079232847,0.14
965405700,11.2126,65.1276,0,0.69406,10.576504,65.06574,0,0.684062,10.5416,65.1276,0,0.68406,0.4259276681,0.1035307027,0,0.0070889221,0.14
965406600,11.6321,64.942,0,0.7,10.90506,65.06574,0,0.689374,10.8491,65.1276,0,0.68875,0.4768279631,0.1035307027,0,0.0070904206,0.14
965407500,12.9463,64.3457,0,0.70844,11.43634,64.94648,0,0.695062,11.2126,65.1276,0,0.69406,0.8383043901,0.3116486188,0,0.00854686,0.14
965408400,13.7572,63.817,0,0.71625,12.07946,64.68436,0,0.7015,11.6321,64.942,0,0.7,1.098324729,0.5263098806,0,0.0098579126,0.14
965409300,14.0647,63.3557,0,0.72344,12.72258,64.3176,0,0.708438,12.9463,64.3457,0,0.70844,1.1305716703,0.6667258717,0,0.010620867,0.14
965410200,13.869,62.962,0,0.73,13.25386,63.88448,0,0.715626,13.7572,63.817,0,0.71625,0.8959808627,0.7023109892,0,0.0106195134,0.14
965411100,11.8697,62.8382,0,0.73125,13.30138,63.46372,0,0.721876,13.7572,63.3557,0,0.72344,0.8109761017,0.5580971292,0,0.0085848159,0.14
965412000,10.234,62.647,0,0.735,12.75892,63.12398,0,0.727188,13.7572,62.962,0,0.73,1.4899553811,0.4169864573,0,0.0066199982,0.14
965412900,8.96173,62.3882,0,0.74125,11.799826,62.83822,0,0.732188,11.8697,62.8382,0,0.73125,1.9961271313,0.3231687262,0,0.0058689331,0.14
965413800,8.05297,62.062,0,0.75,10.59748,62.57948,0,0.7375,10.234,62.647,0,0.735,2.0786396394,0.3231687262,0,0.0073739406,0.14
965414700,8.26268,61.3814,0,0.77063,9.476216,62.26336,0,0.745626,8.96173,62.3882,0,0.74125,1.4188725731,0.5121728208,0,0.0140218581,0.14
965415600,8.33259,60.8245,0,0.7875,8.768794,61.86062,0,0.756876,8.33259,62.062,0,0.75,0.7928281317,0.6694004075,0,0.0194782572,0.14
965416500,8.26268,60.3914,0,0.80063,8.37453,61.4095,0,0.770002,8.26268,61.3814,0,0.77063,0.3082156655,0.7433911702,0,0.022232437,0.14
965417400,8.05297,60.082,0,0.81,8.192778,60.94826,0,0.783752,8.26268,60.8245,0,0.7875,0.1169722431,0.7076500593,0,0.0214441427,0.14
965418300,7.28402,60.3689,0,0.80156,8.038988,60.60964,0,0.794064,8.26268,60.3914,0,0.80063,0.3889602894,0.452938568,0,0.0137513412,0.14
965419200,6.65489,60.4645,0,0.79875,7.71743,60.42626,0,0.799688,8.05297,60.3914,0,0.80063,0.6488670063,0.237940216,0,0.0072132694,0.14
965420100,6.16556,60.3689,0,0.80156,7.284024,60.33514,0,0.8025,7.28402,60.3689,0,0.80156,0.7994769323,0.1313457514,0,0.0038878426,0.14
965421000,5.81603,60.082,0,0.81,6.794694,60.27326,0,0.804374,6.65489,60.3689,0,0.80156,0.7994793806,0.1600172066,0,0.0047068104,0.14
965421900,6.36129,59.1314,0,0.83813,6.456358,60.08314,0,0.81,6.36129,60.3689,0,0.80156,0.4955927139,0.4928617112,0,0.0145624627,0.16
965422800,6.54304,58.3045,0,0.8625,6.308162,59.67026,0,0.822188,6.36129,60.082,0,0.81,0.2968972216,0.8299536532,0,0.0245055352,0.14
965423700,6.36129,57.6014,0,0.88313,6.249442,59.09764,0,0.839064,6.36129,59.1314,0,0.83813,0.2474275197,1.0444148153,0,0.03079999,0.14
965424600,5.81603,57.022,0,0.9,6.179536,58.42826,0,0.858752,6.36129,58.3045,0,0.8625,0.3041307006,1.0868158107,0,0.031974228,0.14
965425500,3.06181,56.5495,0,0.90656,5.628692,57.72176,0,0.878064,6.36129,57.6014,0,0.88313,1.306400448,0.9170621497,0,0.0251230449,0.16
965426400,1.17439,56.212,0,0.91375,4.591312,57.13788,0,0.893188,5.81603,57.022,0,0.9,2.1192796327,0.7473588145,0,0.0183898139,0.3
965427300,0.15379,56.0095,0,0.92156,3.313462,56.67888,0,0.905,3.06181,56.5495,0,0.90656,2.456606888,0.5747277944,0,0.0130883658,0.3
965428200,0,55.942,0.27961,0.93,2.041204,56.347,0.055922,0.914374,1.17439,56.212,0,0.91375,2.180420135,0.3981927925,0.111844,0.0106195134,0.3
965429100,2.97792,56.1276,0.69717,0.95031,1.473582,56.16812,0.195356,0.924436,1.17439,56.1276,0,0.92156,1.3257685835,0.2122774543,0.2732793177,0.0151157886,0.3
965430000,5.31272,56.3695,1.39615,0.96375,1.923764,56.13212,0.474586,0.935874,1.17439,56.1276,0.27961,0.93,1.999575201,0.1509515074,0.5267453325,0.0185166699,0.3
965430900,7.00441,56.6676,2.37654,0.97031,3.089768,56.22324,0.949894,0.947186,2.97792,56.1276,0.69717,0.95031,2.7729075234,0.265622112,0.854390063,0.0188196457,0.16
965431800,8.05297,57.022,3.63836,0.97,4.669604,56.42574,1.677566,0.956874,5.31272,56.3695,1.39615,0.96375,2.8975534166,0.3847277042,1.2106138958,0.0152669271,0.14
965432700,6.96945,57.1457,4.33084,0.95906,6.063494,56.66648,2.487812,0.962686,6.96945,56.6676,2.37654,0.96375,1.7747406828,0.3833109203,1.3513710861,0.0074708141,0.14
965433600,6.23546,57.517,5.87192,0.94375,6.715002,56.94436,3.522762,0.961374,6.96945,57.022,3.63836,0.96375,0.909396996,0.3953586858,1.5505611715,0.0097556683,0.14
965434500,5.85099,58.1357,8.26158,0.92406,6.822656,57.2976,4.895848,0.953436,6.96945,57.1457,4.33084,0.95906,0.7559351151,0.4992948908,2.0262424018,0.0175925855,0.14
965435400,5.81603,59.002,11.4998,0.9,6.58498,57.76448,6.7205,0.939374,6.23546,57.517,5.87192,0.94375,0.8432083342,0.7300235103,2.8686856213,0.0250178749,0.14
965436300,7.28402,60.8582,17.3405,0.8575,6.43119,58.53172,9.460928,0.916874,6.23546,58.1357,8.26158,0.92406,0.5950473821,1.3222112107,4.6234591135,0.0356752584,0.14
965437200,8.33259,62.467,22.8605,0.82,6.703818,59.59598,13.16686,0.889062,6.23546,59.002,11.4998,0.9,0.9720468029,1.8244639173,6.1877772718,0.0449466281,0.14
965438100,8.96173,63.8282,28.06,0.7875,7.249072,60.85822,17.604476,0.857812,7.28402,60.8582,17.3405,0.8575,1.2741014635,2.1102901283,7.2328449239,0.0500844225,0.12
965439000,9.17144,64.942,32.9388,0.76,7.913162,62.21948,22.53992,0.825,8.33259,62.467,22.8605,0.82,1.2371305917,2.1102901283,7.5845761641,0.0496739368,0.12
965439900,7.70345,65.5214,37.2221,0.74125,8.290646,63.52336,27.68438,0.79325,8.33259,63.8282,28.06,0.7875,0.7191670391,1.6921350414,7.0566818609,0.0416803311,0.12
965440800,6.65489,66.0445,41.3681,0.725,8.16482,64.56062,32.4899,0.76675,8.33259,64.942,32.9388,0.76,0.9131535498,1.2798540954,6.5386087459,0.0337786915,0.12
965441700,6.02575,66.5114,45.3768,0.71125,7.703452,65.3695,36.99316,0.745,7.70345,65.5214,37.2221,0.74125,1.2371272014,0.9317720923,6.0945404383,0.0267745215,0.12
965442600,5.81603,66.922,49.2481,0.7,7.074312,65.98826,41.23078,0.7275,6.65489,66.0445,41.3681,0.725,1.2371282185,0.7016162815,5.7673599899,0.0213160737,0.12
965443500,6.96945,67.1076,53.0986,0.69688,6.633914,66.42138,45.26274,0.714876,6.65489,66.5114,45.3768,0.71125,0.6776030318,0.5799352391,5.6056563985,0.0164704737,0.12
965444400,7.91316,67.3495,56.7342,0.6925,6.675856,66.787,49.16516,0.705126,6.65489,66.922,49.2481,0.7,0.7455865825,0.4614492865,5.4390258674,0.0117146705,0.12
965445300,8.64716,67.6476,60.1549,0.68688,7.07431,67.10762,52.92252,0.697502,6.96945,67.1076,53.0986,0.69688,1.0836298904,0.3847122062,5.2403526925,0.0081667776,0.12
965446200,9.17144,68.002,63.3607,0.68,7.703448,67.40574,56.5193,0.691252,7.91316,67.3495,56.7342,0.6925,1.1992223934,0.3847277042,4.9927960355,0.0071481645,0.12
965447100,9.2763,68.3114,66.2901,0.67375,8.395502,67.68362,59.9277,0.686002,8.64716,67.6476,60.1549,0.68688,0.8611033338,0.4336372235,4.6723076025,0.0083362015,0.12
965448000,9.31125,68.7445,69.0456,0.665,8.863862,68.011,63.1171,0.679626,9.17144,68.002,63.3607,0.68,0.5321013817,0.4894865105,4.3540882733,0.0096638245,0.12
965448900,9.2763,69.3014,71.6272,0.65375,9.13649,68.40138,66.0957,0.671876,9.2763,68.3114,66.2901,0.67375,0.2491184783,0.5768106116,4.0524196046,0.0115798318,0.12
965449800,9.17144,69.982,74.0349,0.64,9.241346,68.86826,68.8717,0.6625,9.2763,68.7445,69.0456,0.665,0.0584873168,0.7076500593,3.7767031988,0.0142959785,0.12
965450700,8.68211,71.242,76.8766,0.61438,9.14348,69.51626,71.57488,0.649376,9.2763,69.3014,71.6272,0.65375,0.235403108,1.0284510909,3.7010492487,0.0208324867,0.12
965451600,8.33259,72.322,79.1391,0.5925,8.954738,70.31838,74.14468,0.633126,9.17144,69.982,74.0349,0.64,0.3844104169,1.303231759,3.5988329238,0.0264213456,0.12
965452500,8.12287,73.222,80.8225,0.57438,8.717062,71.21388,76.50006,0.615002,8.68211,71.242,76.8766,0.61438,0.451953759,1.4447404395,3.3350136567,0.029268349,0.12
965453400,8.05297,73.942,81.9268,0.56,8.472396,72.142,78.55998,0.596252,8.33259,72.322,79.1391,0.5925,0.4123772029,1.4081477195,2.831959423,0.0284576221,0.12
965454300,8.5423,74.0264,81.8707,0.55688,8.346568,72.95088,80.12714,0.579628,8.33259,73.222,80.8225,0.57438,0.2397229296,1.0515064515,1.9133497564,0.0214646746,0.12
965455200,8.89182,74.2345,81.6229,0.5525,8.38851,73.54938,81.0764,0.567252,8.33259,73.942,81.6229,0.56,0.3043849759,0.702100746,1.0459781451,0.0146017895,0.12
965456100,9.10153,74.5664,81.1836,0.54688,8.542298,73.99826,81.4853,0.558128,8.5423,74.0264,81.6229,0.55688,0.4123755078,0.4438758908,0.4225437019,0.009245337,0.12
965457000,9.17144,75.022,80.5526,0.54,8.752012,74.35826,81.43132,0.551252,8.89182,74.2345,81.6229,0.5525,0.4123755078,0.3956243248,0.5116194187,0.0071481645,0.12
965457900,8.57725,75.8039,79.8844,0.53188,8.856868,74.73064,81.02284,0.545628,8.89182,74.5664,81.1836,0.54688,0.2596828575,0.633381612,0.7241482793,0.0089003515,0.12
965458800,8.19278,76.5745,78.9218,0.5225,8.786964,75.24026,80.43306,0.538752,8.89182,75.022,80.5526,0.54,0.3618847693,0.8498428481,0.9568964324,0.0106581544,0.12
965459700,8.01802,77.3339,77.6646,0.51188,8.612204,75.86014,79.6414,0.530628,8.57725,75.8039,79.8844,0.53188,0.465269328,1.0061494454,1.2404255463,0.0124183838,0.12
965460600,8.05297,78.082,76.113,0.5,8.402492,76.56326,78.62728,0.521252,8.19278,76.5745,78.9218,0.5225,0.4326164249,1.0819143711,1.5888553445,0.0141808412,0.12
965461500,8.92677,78.9707,74.4108,0.48594,8.353558,77.353,77.39892,0.51044,8.19278,77.3339,77.6646,0.51188,0.3485394004,1.1094622265,1.9570289506,0.0162261172,0.12
965462400,9.59086,79.747,72.3182,0.47125,8.55628,78.14162,75.88568,0.498314,8.19278,78.082,76.113,0.5,0.6136441396,1.1292873707,2.3382232557,0.0182066884,0.12
965463300,10.0452,80.4107,69.8352,0.45594,8.926764,78.90886,74.06836,0.485002,8.92677,78.9707,74.4108,0.48594,0.8100931052,1.1068895782,2.7645420464,0.0199096162,0.12
965464200,10.2899,80.962,66.9617,0.44,9.38114,79.63448,71.92778,0.470626,9.59086,79.747,72.3182,0.47125,0.8100975923,1.0225737751,3.2519140262,0.0212196622,0.12
965465100,9.90543,81.4345,63.1593,0.41219,9.751632,80.30498,69.33704,0.453064,9.90543,80.4107,69.8352,0.45594,0.4702793617,0.872961881,3.9669945927,0.0255389323,0.12
965466000,9.59086,81.772,59.3254,0.39125,9.88445,80.86524,66.31996,0.434126,9.90543,80.962,66.9617,0.44,0.2694663621,0.7228693453,4.6402859139,0.0290106371,0.12
965466900,9.3462,81.9745,55.4602,0.37719,9.835518,81.31074,62.94836,0.415314,9.90543,81.4345,63.1593,0.41219,0.3330486069,0.5657466309,5.1532191526,0.0293330712,0.12
965467800,9.17144,82.042,51.5636,0.37,9.660766,81.637,59.29404,0.398126,9.59086,81.772,59.3254,0.39125,0.3997370672,0.3981927925,5.4441208644,0.025408248,0.12
965468700,9.06658,81.8564,47.6199,0.38094,9.416102,81.81588,55.42568,0.386314,9.3462,81.8564,55.4602,0.38094,0.3022891538,0.2122774543,5.4929727716,0.0146438063,0.12
965469600,9.03163,81.6145,43.6553,0.39125,9.241342,81.85188,51.52488,0.382126,9.17144,81.8564,51.5636,0.38094,0.2061869063,0.1509515074,5.5410380469,0.0082377827,0.12
965470500,9.06658,81.3164,39.6699,0.40094,9.136486,81.76076,47.59378,0.384064,9.06658,81.8564,47.6199,0.38094,0.1148653319,0.265622112,5.5846256037,0.0108742385,0.12
965471400,9.17144,80.962,35.6636,0.41,9.101534,81.55826,43.63446,0.390626,9.06658,81.6145,43.6553,0.39125,0.0584873168,0.3847277042,5.6215259952,0.0141518219,0.12
965472300,9.55591,80.6526,31.3531,0.41469,9.178428,81.28038,39.59236,0.399564,9.06658,81.3164,39.6699,0.40094,0.1944793539,0.4336372235,5.7319360225,0.0122928867,0.12
965473200,9.87048,80.2195,27.2106,0.42125,9.339208,80.953,35.5105,0.407626,9.17144,80.962,35.6636,0.41,0.3244336755,0.4894865105,5.8281065498,0.0105263984,0.12
965474100,10.1151,79.6626,23.2362,0.42969,9.555902,80.56262,31.42668,0.415314,9.55591,80.6526,31.3531,0.41469,0.3997270995,0.5768106116,5.8440888814,0.0097687801,0.12
965475000,10.2899,78.982,19.4298,0.44,9.800566,80.09574,27.37866,0.423126,9.87048,80.2195,27.2106,0.42125,0.399730772,0.7076500593,5.7412367732,0.0107218965,0.1398
965475900,10.1641,78.1776,15.2554,0.45219,9.999098,79.53886,23.29702,0.431564,10.1151,79.6626,23.2362,0.42969,0.260079265,0.8811493667,5.6540830416,0.0133508076,0.1399
965476800,10.1221,77.2495,11.6064,0.46625,10.112336,78.85824,19.34768,0.441876,10.1221,78.982,19.4298,0.44,0.1362393379,1.0551450641,5.5430499555,0.0159869967,0.12
965477700,10.1641,76.1976,8.48262,0.48219,10.17106,78.05386,15.602084,0.454064,10.1641,78.1776,15.2554,0.45219,0.0628465305,1.2294304398,5.285897936,0.0186277767,0.14
965478600,10.2899,75.022,5.88415,0.5,10.20602,77.12574,12.131674,0.468126,10.1641,77.2495,11.6064,0.46625,0.0701838272,1.4038940866,4.8092280303,0.0212710852,0.1399
965479500,10.6464,72.9801,4.18664,0.53281,10.27732,75.92536,9.083042,0.486688,10.1641,76.1976,8.48262,0.48219,0.1929295664,1.8105613567,3.9757642794,0.0280446219,0.14
