a_tstamp,b_windspeed,c_temperature,d_solarflux,e_humidity,f_ma_5_windspeed,g_ma_5_temperature,h_ma_5_solarflux,i_ma_5_humidity,j_mm_5_windspeed,k_mm_5_temperature,l_mm_5_solarflux,m_mm_5_humidity,n_sd_5_windspeed,o_sd_5_temperature,p_sd_5_solarflux,q_sd_5_humidity,r_clearingprice
965620800,9.64679,74.9095,66.7684,0.4575,10.607298,73.8385,61.50706,0.463002,10.4507,73.942,61.7228,0.46,0.7004988151,0.8096070924,3.8488382604,0.0054684784,0.12
965621700,9.22037,75.4101,69.1649,0.45438,10.415752,74.39762,64.16482,0.459378,10.4507,74.4201,64.2877,0.45938,0.8954777444,0.7329383205,3.6244762829,0.0036873101,0.12
965622600,9.17144,75.922,71.4771,0.45,10.02428,74.92074,66.68418,0.456252,9.64679,74.9095,66.7684,0.4575,0.9255296022,0.700099069,3.4493928378,0.0036873101,0.12
965623500,10.4018,76.5801,74.4292,0.44063,9.77822,75.44836,69.22546,0.452378,9.64679,75.4101,69.1649,0.45438,0.5545689863,0.7555557997,3.5375437199,0.0066774438,0.12
965624400,11.4084,77.1595,76.8143,0.4325,9.96976,75.99624,71.73078,0.447002,9.64679,75.922,71.4771,0.45,0.8437479987,0.8030120587,3.5887868443,0.0092145676,0.12
965625300,12.1913,77.6601,78.6324,0.42563,10.478662,76.54636,74.10358,0.440628,10.4018,76.5801,74.4292,0.44063,1.1912663472,0.8122078591,3.4424758308,0.0106579199,0.12
965626200,12.7505,78.082,79.8835,0.42,11.184688,77.08074,76.2473,0.433752,11.4084,77.1595,76.8143,0.4325,1.2791530891,0.7665117784,3.0097321176,0.0106579199,0.12
965627100,12.6457,78.2057,80.1254,0.41844,11.87954,77.53748,77.97696,0.42744,12.1913,77.6601,78.6324,0.42563,0.8773203716,0.602909779,2.1269071485,0.0082366182,0.12
965628000,12.6107,78.397,80.0951,0.41625,12.32132,77.90086,79.11014,0.422564,12.6107,78.082,79.8835,0.42,0.4946689333,0.4426000569,1.2726430428,0.0058578583,0.12
965628900,12.6457,78.6557,79.7928,0.41344,12.56878,78.2001,79.70584,0.418752,12.6457,78.2057,79.8835,0.41844,0.194475689,0.3322408584,0.5511719318,0.0040850723,0.12
965629800,12.7505,78.982,79.2183,0.41,12.68062,78.46448,79.82302,0.415626,12.6457,78.397,79.8835,0.41625,0.0584705875,0.3231729036,0.3273281375,0.0035740823,0.12
965630700,13.4706,79.477,78.3461,0.40594,12.82464,78.74348,79.51554,0.412814,12.6457,78.6557,79.7928,0.41344,0.3263649589,0.4498676312,0.6694226844,0.0044501757,0.12
965631600,13.897,79.972,77.2189,0.40125,13.0749,79.09674,78.93424,0.409376,12.7505,78.982,79.2183,0.41,0.5171762833,0.5670970555,1.0443860658,0.0053290772,0.12
965632500,14.0298,80.467,75.8368,0.39594,13.35872,79.51074,78.08258,0.405314,13.4706,79.477,78.3461,0.40594,0.5711286979,0.654062956,1.4194101668,0.0062091919,0.12
965633400,13.869,80.962,74.1997,0.39,13.60338,79.972,76.96396,0.400626,13.869,79.972,77.2189,0.40125,0.4655395854,0.7000357134,1.7871193151,0.0070904206,0.12
965634300,12.408,81.6426,72.5304,0.38531,13.53488,80.50412,75.62638,0.395688,13.869,80.467,75.8368,0.39594,0.5935829054,0.7543601114,2.0783542233,0.0074318111,0.12
965635200,11.3245,82.1995,70.4576,0.37875,13.10566,81.04862,74.04868,0.39025,13.869,80.962,74.1997,0.39,1.0697852226,0.7977759696,2.386273444,0.0078751787,0.12
965636100,10.6185,82.6326,67.9814,0.37031,12.44996,81.58074,72.20118,0.384062,12.408,81.6426,72.5304,0.38531,1.3514611006,0.7894752728,2.7628541492,0.0088908839,0.12
965637000,10.2899,82.942,65.1017,0.36,11.70198,82.07574,70.05416,0.376874,11.3245,82.1995,70.4576,0.37875,1.3042108655,0.7076500593,3.2342920193,0.0107218965,0.12
965637900,11.2406,82.942,61.1602,0.34031,11.1763,82.47174,67.44626,0.366936,11.2406,82.6326,67.9814,0.37031,0.7266399961,0.495933994,4.0053597809,0.0157836011,0.12
965638800,11.9676,82.942,57.2542,0.32375,11.08822,82.73162,64.39102,0.354624,11.2406,82.942,65.1017,0.36,0.5848604599,0.2917998931,4.7238053535,0.0200754094,0.12
965639700,12.4709,82.942,53.3836,0.31031,11.3175,82.88012,60.97622,0.340936,11.2406,82.942,61.1602,0.34031,0.8128269115,0.12376,5.2464710434,0.0221809392,0.12
965640600,12.7505,82.942,49.5484,0.3,11.7439,82.942,57.28962,0.326874,11.9676,82.942,57.2542,0.32375,0.8898585438,0,5.4989947694,0.0213737939,0.12
965641500,11.9466,83.3132,45.9088,0.29,12.07524,83.01624,53.45104,0.312874,11.9676,82.942,53.3836,0.31031,0.5171617642,0.14848,5.403993065,0.017700595,0.12
965642400,11.4923,83.437,42.1979,0.285,12.12558,83.11524,49.65858,0.301812,11.9676,82.942,49.5484,0.3,0.4399559042,0.2157563218,5.3160879024,0.01399244,0.12
965643300,11.3874,83.3132,38.4157,0.285,12.00954,83.18948,45.89088,0.294062,11.9466,83.3132,45.9088,0.29,0.5329974882,0.2070614054,5.2732351358,0.0097979271,0.1252
965644200,11.6321,82.942,34.562,0.29,11.84178,83.18948,42.12656,0.29,11.6321,83.3132,42.1979,0.29,0.4917971997,0.2070614054,5.2988147303,0.0054772256,0.1251
965645100,13.8201,81.8676,30.2461,0.31688,12.0557,82.9746,38.2661,0.293376,11.6321,83.3132,38.4157,0.29,0.9020522801,0.5778625165,5.5124051284,0.0119628385,0.1304
965646000,15.2951,80.8495,26.1194,0.3375,12.7254,82.48186,34.30822,0.302876,11.6321,82.942,34.562,0.29,1.5689366259,0.9856025519,5.7050931391,0.0209753547,0.1305
965646900,16.057,79.8876,22.1819,0.35188,13.63834,81.77198,30.30502,0.316252,13.8201,81.8676,30.2461,0.31688,1.8825268344,1.2771300958,5.78641467,0.0260272214,0.1305
965647800,16.1059,78.982,18.4336,0.36,14.58204,80.90574,26.3086,0.331252,15.2951,80.8495,26.1194,0.3375,1.6904916109,1.4008623795,5.7044472535,0.0252953801,0.1306
965648700,13.3867,78.1157,14.3601,0.34313,14.93296,79.94048,22.26822,0.341878,15.2951,79.8876,22.1819,0.34313,1.1313511313,1.326002346,5.5808293346,0.0146566113,0.1306
965649600,11.3245,77.317,10.8186,0.3325,14.43384,79.03036,18.38272,0.345002,15.2951,78.982,18.4336,0.34313,1.8404727236,1.2504938906,5.4348865289,0.0098826239,0.1306
965650500,9.91941,76.5857,7.80923,0.32813,13.358702,78.1776,14.720686,0.343128,13.3867,78.1157,14.3601,0.34313,2.481749386,1.1704502501,5.1493682366,0.0118250267,0.1306
965651400,9.17144,75.922,5.33191,0.33,11.98159,77.38448,11.350688,0.338752,11.3245,77.317,10.8186,0.3325,2.5125908434,1.0833470015,4.6534918933,0.0118250267,0.1306
965652300,10.5066,75.3257,3.82423,0.34938,10.86173,76.65322,8.428814,0.336628,10.5066,76.5857,7.80923,0.3325,1.4464296842,0.9880286057,3.7965279736,0.0082228496,0.1306
965653200,11.5482,74.797,2.55688,0.3675,10.49403,75.98948,6.06817,0.341502,10.5066,75.922,5.33191,0.3325,0.8809705179,0.8927433705,2.949724668,0.0150339701,0.1306
965654100,12.2962,74.3357,1.52988,0.38438,10.68837,75.39322,4.210426,0.351878,10.5066,75.3257,3.82423,0.34938,1.118019801,0.797496411,2.2035337608,0.0216761679,0.1319
965655000,12.7505,73.942,0.74322,0.4,11.254588,74.86448,2.797224,0.366252,11.5482,74.797,2.55688,0.3675,1.2890234998,0.7023109892,1.6347619354,0.0247708752,0.1348
965655900,12.0515,73.9195,0.48774,0.41531,11.8306,74.46398,1.82839,0.383314,12.0515,74.3357,1.52988,0.38438,0.7674010607,0.5364403094,1.2311067831,0.023258985,0.1359
965656800,11.6321,73.762,0.27871,0.42875,12.0557,74.15124,1.119286,0.399188,12.0515,73.942,0.74322,0.4,0.4421760147,0.3741721668,0.8345187763,0.0217158757,0.1371
965657700,11.4923,73.4695,0.11613,0.44031,12.04452,73.88574,0.631136,0.41375,12.0515,73.9195,0.48774,0.41531,0.4553759959,0.2811889941,0.4960446107,0.0199224828,0.1383
965658600,11.6321,73.042,0,0.45,11.9117,73.627,0.32516,0.426874,11.6321,73.762,0.27871,0.42875,0.4594296812,0.3376499667,0.2656262747,0.0177470861,0.14
965659500,13.1001,72.1757,0,0.455,11.98162,73.27374,0.176516,0.437874,11.6321,73.4695,0.11613,0.44031,0.5898547699,0.6249993683,0.1861538382,0.0144128784,0.14
965660400,14.1486,71.377,0,0.46,12.40104,72.76524,0.078968,0.446812,11.6321,73.042,0,0.45,1.053659971,0.8764560972,0.1095314712,0.0111323122,0.14
965661300,14.7778,70.6457,0,0.465,13.03018,72.14198,0.023226,0.454062,13.1001,72.1757,0,0.455,1.313745055,1.0389928419,0.046452,0.0085017278,0.14
965662200,14.9875,69.982,0,0.47,13.72922,71.44448,0,0.46,14.1486,71.377,0,0.46,1.2371234723,1.0833470015,0,0.0070710678,0.14
965663100,14.1696,69.5882,0,0.47406,14.23672,70.75372,0,0.464812,14.1696,70.6457,0,0.465,0.6573603925,0.9355385645,0,0.0068103874,0.14
965664000,13.3377,69.127,0,0.47875,14.28424,70.14398,0,0.469562,14.1696,69.982,0,0.47,0.5771749496,0.7926460153,0,0.0065891863,0.14
965664900,12.4919,68.5982,0,0.48406,13.9529,69.58822,0,0.474374,14.1696,69.5882,0,0.47406,0.9285265855,0.702309067,0,0.0066343096,0.14
965665800,11.6321,68.002,0,0.49,13.32376,69.05948,0,0.479374,13.3377,69.127,0,0.47875,1.1863705182,0.702309067,0,0.0070904206,0.14
965666700,10.5066,66.8489,0,0.50125,12.42758,68.43286,0,0.485624,12.4919,68.5982,0,0.48406,1.2798470024,0.9527379274,0,0.0094524634,0.14
965667600,9.53494,65.9545,0,0.51,11.500648,67.70612,0,0.492812,11.6321,68.002,0,0.49,1.3584373062,1.1580371694,0,0.0113918557,0.14
965668500,8.71706,65.3189,0,0.51625,10.57652,66.9445,0,0.500312,10.5066,66.8489,0,0.50125,1.3660379845,1.2235068173,0,0.0119935139,0.14
965669400,8.05297,64.942,0,0.52,9.688734,66.21326,0,0.5075,9.53494,65.9545,0,0.51,1.2719357707,1.103319313,0,0.0108108742,0.14
965670300,7.56364,65.4145,0,0.5175,8.875042,65.69576,0,0.513,8.71706,65.4145,0,0.51625,1.0505220387,0.6612054192,0,0.0067360968,0.14
965671200,7.21412,65.752,0,0.515,8.216546,65.47638,0,0.51575,8.05297,65.4145,0,0.51625,0.8302503528,0.351782941,0,0.0033166248,0.14
965672100,7.00441,65.9545,0,0.5125,7.71044,65.47638,0,0.51625,7.56364,65.4145,0,0.51625,0.6159501228,0.351782941,0,0.0025,0.14
965673000,6.9345,66.022,0,0.51,7.353928,65.617,0,0.515,7.21412,65.752,0,0.515,0.4123755078,0.3981927925,0,0.0035355339,0.14
965673900,7.42383,66.1064,0,0.49531,7.2281,65.84988,0,0.510062,7.21412,65.9545,0,0.5125,0.2397210633,0.2471879398,0,0.0077881561,0.14
965674800,7.77335,65.9545,0,0.48875,7.270042,65.95788,0,0.504312,7.21412,65.9545,0,0.51,0.3043832305,0.1171144637,0,0.0103618713,0.14
965675700,7.98307,65.5664,0,0.49031,7.423832,65.92076,0,0.499374,7.42383,65.9545,0,0.49531,0.4123761858,0.1857738044,0,0.0099674001,0.14
965676600,8.05297,64.942,0,0.5,7.633544,65.71826,0,0.496874,7.77335,65.9545,0,0.49531,0.4123772029,0.4299676806,0,0.0076628366,0.14
965677500,7.77335,63.3726,0,0.53375,7.801314,65.18838,0,0.501624,7.77335,65.5664,0,0.49531,0.219282524,0.9930115617,0,0.0165428554,0.14
965678400,7.49374,62.0395,0,0.565,7.815296,64.375,0,0.515562,7.77335,64.942,0,0.5,0.1957315715,1.4625395188,0,0.0295758073,0.14
965679300,7.21412,60.9426,0,0.59375,7.70345,63.37262,0,0.536562,7.77335,63.3726,0,0.53375,0.3126210862,1.7296144315,0,0.038892472,0.14
965680200,6.9345,60.082,0,0.62,7.493736,62.27574,0,0.5625,7.49374,62.0395,0,0.565,0.3954381537,1.7296017479,0,0.0424779354,0.14
965681100,6.78071,59.812,0,0.6475,7.239284,61.24974,0,0.592,7.21412,60.9426,0,0.59375,0.3616050263,1.3156977945,0,0.0399734287,0.14
965682000,6.54304,59.542,0,0.67,6.993222,60.48362,0,0.61925,6.9345,60.082,0,0.62,0.3318396153,0.908894437,0,0.0373296129,0.14
965682900,6.22148,59.272,0,0.6875,6.73877,59.93012,0,0.64375,6.78071,59.812,0,0.6475,0.3382088101,0.5737411765,0,0.0337083076,0.14
965683800,5.81603,59.002,0,0.7,6.459152,59.542,0,0.665,6.54304,59.542,0,0.67,0.4016183142,0.3818376618,0,0.0285919569,0.14
965684700,4.73951,58.3439,0,0.70281,6.020154,59.19438,0,0.681562,6.22148,59.272,0,0.6875,0.7175100025,0.5037152545,0,0.0205941588,0.14
965685600,3.97056,57.9445,0,0.70375,5.458124,58.82088,0,0.692812,5.81603,59.002,0,0.7,0.9609479226,0.5919256014,0,0.012805248,0.16
965686500,3.50919,57.8039,0,0.70281,4.851354,58.47326,0,0.699374,4.73951,58.3439,0,0.70281,1.0389953219,0.5765267612,0,0.0060686954,0.3
965687400,3.3554,57.922,0,0.7,4.278138,58.20326,0,0.701874,3.97056,57.9445,0,0.70281,0.9072272698,0.4389345127,0,0.0015681403,0.3
965688300,4.3061,58.5014,0.80161,0.69906,3.976152,58.10314,0.160322,0.701686,3.97056,57.9445,0,0.70281,0.5089202186,0.2698515636,0.320644,0.0018179835,0.3
965689200,5.03311,59.2045,2.01512,0.69375,4.034872,58.27526,0.563346,0.699874,3.97056,57.9445,0,0.7,0.6020304859,0.5236413528,0.7894927014,0.0035163993,0.3
965690100,5.53642,60.0314,3.64055,0.68406,4.348044,58.69264,1.291456,0.695936,4.3061,58.5014,0.80161,0.69906,0.845260952,0.8336182018,1.3869101275,0.0066233726,0.16
965691000,5.81603,60.982,5.6779,0.67,4.809412,59.32826,2.427036,0.689374,5.03311,59.2045,2.01512,0.69375,0.8898691017,1.0868158107,2.0368073641,0.0112202524,0.14
965691900,5.3267,62.6301,9.27402,0.63375,5.203672,60.26988,4.28184,0.676124,5.3267,60.0314,3.64055,0.68406,0.5168300168,1.4420251113,2.98436318,0.0233785171,0.14
965692800,4.97718,64.0195,12.5175,0.605,5.337888,61.3735,6.625018,0.657312,5.3267,60.982,5.6779,0.67,0.3134197789,1.7458193045,3.8155942404,0.033153829,0.14
965693700,4.76747,65.1501,15.4083,0.58375,5.28476,62.56262,9.303654,0.635312,5.3267,62.6301,9.27402,0.63375,0.3767051719,1.8829519329,4.3084388368,0.0378405124,0.1378
965694600,4.69757,66.022,17.9464,0.57,5.11699,63.76074,12.164824,0.6125,4.97718,64.0195,12.5175,0.605,0.4123734736,1.795010726,4.347598618,0.0359078682,0.12
965695500,4.97718,66.6014,20.8078,0.57313,4.94922,64.88462,15.190804,0.593126,4.97718,65.1501,15.4083,0.58375,0.219278571,1.4242710071,4.0335132346,0.0237228266,0.12
965696400,5.2568,66.9445,22.8659,0.5775,4.93524,65.7475,17.90918,0.581876,4.97718,66.022,17.9464,0.5775,0.1957307143,1.0564255979,3.6958644561,0.0124491969,0.12
965697300,5.53642,67.0514,24.1207,0.58313,5.047088,66.35388,20.22982,0.577502,4.97718,66.6014,20.8078,0.5775,0.3126215334,0.7008370578,3.1900779874,0.0054056689,0.12
965698200,5.81603,66.922,24.5722,0.59,5.2568,66.70826,22.0626,0.578752,5.2568,66.922,22.8659,0.5775,0.3954367395,0.3745960576,2.4370795695,0.0071478148,0.12
965699100,6.09565,65.932,21.2777,0.60188,5.536416,66.69026,22.72886,0.585128,5.53642,66.922,22.8659,0.58313,0.3954381537,0.4078278637,1.4933343746,0.0101044176,0.1375
965700000,6.37527,65.122,19.1418,0.6125,5.816034,66.39438,22.39566,0.593002,5.81603,66.922,22.8659,0.59,0.3954381537,0.7543787229,1.9885499487,0.0126946546,0.1376
965700900,6.65489,64.492,18.1645,0.62188,6.095652,65.90388,21.45538,0.601878,6.09565,65.932,21.2777,0.60188,0.3954395679,0.995881789,2.5703155988,0.0141808412,0.14
965701800,6.9345,64.042,18.3459,0.63,6.375268,65.302,20.30042,0.611252,6.37527,65.122,19.1418,0.6125,0.3954395679,1.0293104488,2.4053225791,0.0141808412,0.14
965702700,7.52869,63.2995,20.4691,0.65,6.7178,64.5775,19.4798,0.623252,6.65489,64.492,19.1418,0.62188,0.4925152939,0.9009445044,1.2117050961,0.0163416112,0.14
965703600,7.91316,63.052,23.2288,0.66,7.081302,64.0015,19.87002,0.634876,6.9345,64.042,19.1418,0.63,0.5646242929,0.7605399398,1.8656014873,0.0176255923,0.14
965704500,8.08792,63.2995,26.6251,0.66,7.423832,63.637,21.36668,0.644376,7.52869,63.2995,20.4691,0.65,0.55175494,0.5413109088,3.2032230708,0.0157008759,0.14
965705400,8.05297,64.042,30.6578,0.65,7.703448,63.547,23.86534,0.65,7.91316,63.2995,23.2288,0.65,0.4326164249,0.4141467131,4.3853765022,0.0109544512,0.14
965706300,7.28402,66.8489,39.4727,0.6,7.773352,64.10838,28.0907,0.644,7.91316,63.2995,26.6251,0.65,0.3149574034,1.4099197557,6.633472212,0.0224499443,0.139
965707200,6.65489,69.1045,46.1604,0.56,7.598592,65.26938,33.22896,0.626,7.91316,64.042,30.6578,0.65,0.5539644922,2.3454932014,8.4431209909,0.0397994975,0.1302
965708100,6.16556,70.8089,50.7207,0.53,7.249072,66.82076,38.72734,0.6,7.28402,66.8489,39.4727,0.6,0.7587080898,2.8720132323,9.0689394684,0.0501996016,0.12
965709000,5.81603,71.962,53.1537,0.51,6.794694,68.55326,44.03306,0.57,6.65489,69.1045,46.1604,0.56,0.7994793806,2.8378722851,8.1502225939,0.0501996016,0.12
965709900,6.04672,71.197,48.4456,0.5225,6.393444,69.98426,47.59062,0.5445,6.16556,70.8089,48.4456,0.53,0.5228833904,1.8257428588,4.6780851867,0.0322645316,0.12
965710800,6.12361,70.792,44.9527,0.53,6.161362,70.77288,48.68662,0.5305,6.12361,70.8089,48.4456,0.53,0.2747397685,0.9358460331,2.9824259209,0.0164620776,0.12
965711700,6.04672,70.747,42.675,0.5325,6.039728,71.10138,47.98954,0.525,6.04672,70.8089,48.4456,0.53,0.1208374557,0.4597076654,3.7895252149,0.0082158384,0.12
965712600,5.81603,71.062,41.6123,0.53,5.969822,71.152,46.16786,0.525,6.04672,71.062,44.9527,0.53,0.1286711407,0.438143812,4.2052317827,0.0082158384,0.1239
965713500,4.5298,72.7326,43.93,0.50938,5.712576,71.30612,44.32312,0.524876,6.04672,71.062,43.93,0.53,0.6003191103,0.7325682887,2.3499191589,0.0084428374,0.1394
965714400,3.69094,74.0995,46.0193,0.4925,5.24142,71.88662,43.83786,0.518876,5.81603,71.062,43.93,0.53,0.9661609797,1.3258540559,1.5694202224,0.0156138882,0.1396
965715300,3.29948,75.1626,47.8803,0.47938,4.676594,72.76074,44.42338,0.508752,4.5298,72.7326,43.93,0.50938,1.1013686857,1.7031070449,2.2671428604,0.0207011173,0.1398
965716200,3.3554,75.922,49.513,0.47,4.13833,73.79574,45.79098,0.496252,3.69094,74.0995,46.0193,0.4925,0.9470726023,1.736960508,2.7998369263,0.0214437929,0.14
965717100,4.86534,75.8207,51.2288,0.47375,3.948192,74.74748,47.71428,0.485002,3.69094,75.1626,47.8803,0.47938,0.6352694744,1.1986027288,2.5615830819,0.0143790214,0.1402
965718000,6.15157,75.787,52.5087,0.475,4.272546,75.35836,49.43002,0.478126,3.69094,75.787,49.513,0.475,1.0962130891,0.6838466278,2.3132405283,0.0077863665,0.14
965718900,7.21412,75.8207,53.3526,0.47375,4.977182,75.7026,50.89668,0.474376,4.86534,75.8207,51.2288,0.47375,1.5388598558,0.2737717809,1.9876405041,0.0030120598,0.14
965719800,8.05297,75.922,53.7605,0.47,5.92788,75.85448,52.07272,0.4725,6.15157,75.8207,52.5087,0.47375,1.6713529049,0.0564865081,1.5453892809,0.0020916501,0.1347
965720700,8.5423,75.922,52.8653,0.46,6.96526,75.85448,52.74318,0.4705,7.21412,75.8207,52.8653,0.47375,1.3269404604,0.0564865081,0.8682826346,0.0055113519,0.14
965721600,8.89182,76.102,52.1122,0.45,7.770556,75.91074,52.91986,0.46575,8.05297,75.922,52.8653,0.47,0.9862369002,0.109774999,0.5862224035,0.0094736477,0.14
965722500,9.10153,76.462,51.5013,0.44,8.360548,76.04574,52.71838,0.45875,8.5423,75.922,52.8653,0.46,0.6742758244,0.2270258805,0.8195819066,0.0125,0.14
965723400,9.17144,77.002,51.0326,0.43,8.752012,76.282,52.25438,0.45,8.89182,76.102,52.1122,0.45,0.4123755078,0.410463153,0.9717727829,0.0141421356,0.14
965724300,8.89182,78.3632,52.4208,0.41625,8.919782,76.77024,51.98644,0.43925,8.89182,76.462,52.1122,0.44,0.2192808663,0.8777587313,0.6514676741,0.0152397507,0.14
965725200,8.6122,79.477,52.808,0.405,8.933762,77.48124,51.97498,0.42825,8.89182,77.002,52.1122,0.43,0.1957331429,1.2595027235,0.6362326505,0.0161167615,0.14
965726100,8.33259,80.3432,52.1943,0.39625,8.821916,78.32948,51.9914,0.4175,8.89182,78.3632,52.1943,0.41625,0.312620639,1.4575796464,0.6406065532,0.0159491379,0.14
965727000,8.05297,80.962,50.5797,0.39,8.612204,79.22948,51.80708,0.4075,8.6122,79.477,52.1943,0.405,0.3954381537,1.4153001186,0.85260933,0.0142959785,0.14
965727900,7.77335,81.0464,46.3698,0.38813,8.332586,80.03836,50.87452,0.399126,8.33259,80.3432,52.1943,0.39625,0.3954381537,1.0083123516,2.3769967231,0.0103942534,0.12
965728800,7.49374,81.0745,42.2219,0.3875,8.05297,80.58062,48.83474,0.393376,8.05297,80.962,50.5797,0.39,0.3954367395,0.6132967517,3.9980971947,0.006585173,0.14
965729700,7.21412,81.0464,38.1357,0.38813,7.773354,80.8945,45.90028,0.390002,7.77335,81.0464,46.3698,0.38813,0.3954381537,0.2782211926,5.2067512007,0.0032343865,0.1399
965730600,6.9345,80.962,34.1114,0.39,7.493736,81.01826,42.2837,0.388752,7.49374,81.0464,42.2219,0.38813,0.3954381537,0.0470681038,5.8226461294,0.001044632,0.14
965731500,6.44517,80.8382,29.987,0.39406,7.172176,80.9935,38.16516,0.389564,7.21412,81.0464,38.1357,0.38813,0.4586066917,0.0863344196,5.7808199414,0.0023990381,0.14
965732400,6.09565,80.647,26.0324,0.39875,6.836636,80.91362,34.09768,0.391688,6.9345,80.962,34.1114,0.39,0.5071810487,0.1566064673,5.7315822581,0.0042082367,0.14
965733300,5.88594,80.3882,22.2475,0.40406,6.515076,80.77636,30.1028,0.395,6.44517,80.8382,29.987,0.39406,0.4982361148,0.2360551597,5.6370854217,0.0058176731,0.14
965734200,5.81603,80.062,18.6325,0.41,6.235458,80.57948,26.20216,0.399374,6.09565,80.647,26.0324,0.39875,0.4123755078,0.3231687262,5.4744679722,0.0070904206,0.14
965735100,6.30536,79.8539,14.6999,0.41281,6.10963,80.35786,22.31986,0.403936,6.09565,80.3882,22.2475,0.40406,0.2397210633,0.3624245555,5.3709149904,0.0069277026,0.14
965736000,6.65489,79.4545,11.2619,0.41875,6.151574,80.08112,18.57484,0.408874,6.09565,80.062,18.6325,0.41,0.3043865376,0.414527545,5.245973861,0.0069277026,0.14
965736900,6.8646,78.8639,8.31863,0.42781,6.305364,79.7245,15.032086,0.414686,6.30536,79.8539,14.6999,0.41281,0.412377881,0.5262472157,4.9883929605,0.0080888234,0.14
965737800,6.9345,78.082,5.86999,0.44,6.515076,79.26326,11.756584,0.421874,6.65489,79.4545,11.2619,0.41875,0.412377881,0.7180915724,4.5311711246,0.010924242,0.14
965738700,6.55003,77.0076,4.29928,0.4525,6.661876,78.65238,8.88994,0.430374,6.65489,78.8639,8.31863,0.42781,0.225868482,1.016112406,3.7390501948,0.014369449,0.14
965739600,6.23546,75.8095,2.9677,0.47,6.647896,77.8435,6.5435,0.441812,6.65489,78.082,5.86999,0.44,0.2485287108,1.3060860783,2.9560402516,0.0181107254,0.14
965740500,5.9908,74.4876,1.87525,0.4925,6.515078,76.85012,4.66617,0.456562,6.55003,77.0076,4.29928,0.4525,0.3612078992,1.5660158944,2.2626661134,0.0227578421,0.14
965741400,5.81603,73.042,1.02193,0.52,6.305364,75.68574,3.20683,0.475,6.23546,75.8095,2.9677,0.47,0.3997395154,1.7849141734,1.7256850612,0.0285919569,0.1442
965742300,5.50147,70.8145,0.67064,0.57313,6.018758,74.23224,2.16696,0.501626,5.9908,74.4876,1.87525,0.4925,0.3574008566,2.1611663023,1.3283926451,0.0423019563,0.1552
965743200,5.39661,68.902,0.38323,0.6175,5.788074,72.61112,1.38375,0.534626,5.81603,73.042,1.02193,0.52,0.3090046984,2.4868407262,0.9371178909,0.0538807897,0.1568
965744100,5.50147,67.3045,0.15968,0.65313,5.641276,70.91012,0.822146,0.571252,5.50147,70.8145,0.67064,0.57313,0.2243474421,2.622421026,0.6005670996,0.0594559606,0.1562
965745000,5.81603,66.022,0,0.68,5.606322,69.217,0.447096,0.608752,5.50147,68.902,0.38323,0.6175,0.1754547789,2.4958981349,0.3652362807,0.0570404353,0.1553
965745900,7.17917,65.527,0,0.68406,5.87895,67.714,0.24271,0.641564,5.50147,67.3045,0.15968,0.65313,0.6651563953,1.9410289797,0.2559610222,0.0416636458,0.1534
965746800,8.19278,65.032,0,0.68875,6.417212,66.5575,0.108582,0.664688,5.81603,66.022,0,0.68,1.0931471416,1.395029032,0.1506072254,0.0266420956,0.1452
965747700,8.85687,64.537,0,0.69406,7.109264,65.6845,0.031936,0.68,7.17917,65.527,0,0.68406,1.3031098363,0.9492760399,0.063872,0.0142318418,0.14
965748600,9.17144,64.042,0,0.7,7.843258,65.032,0,0.689374,8.19278,65.032,0,0.68875,1.2218272035,0.7000357134,0,0.0070904206,0.14
965749500,8.19278,63.6482,0,0.70281,8.318608,64.55724,0,0.693936,8.19278,64.537,0,0.69406,0.6851325022,0.6720218973,0,0.0069277026,0.14
965750400,7.49374,63.187,0,0.70875,8.381522,64.08924,0,0.698874,8.19278,64.042,0,0.7,0.5846931045,0.6480849253,0,0.0069277026,0.14
965751300,7.07431,62.6582,0,0.71781,8.157828,63.61448,0,0.704686,8.19278,63.6482,0,0.70281,0.7914941282,0.6530182429,0,0.0080888234,0.1453
965752200,6.9345,62.062,0,0.73,7.773354,63.11948,0,0.711874,7.49374,63.187,0,0.70875,0.8247527107,0.702309067,0,0.010924242,0.1453
965753100,7.59859,61.1114,0,0.7575,7.458784,62.53336,0,0.723374,7.49374,62.6582,0,0.71781,0.4432181713,0.8865493773,0,0.0193710367,0.1454
965754000,8.19278,60.2845,0,0.78,7.458784,61.86062,0,0.738812,7.49374,62.062,0,0.73,0.4432181713,1.0470393047,0,0.0263368634,0.14
965754900,8.71706,59.5814,0,0.7975,7.703448,61.1395,0,0.756562,7.59859,61.1114,0,0.7575,0.6730447151,1.1240058861,0,0.029777162,0.14
965755800,9.17144,59.002,0,0.81,8.122874,60.40826,0,0.775,8.19278,60.2845,0,0.78,0.7930373238,1.0868158107,0,0.0285919569,0.14
965756700,9.43008,58.7151,0,0.80719,8.62199,59.73888,0,0.790438,8.71706,59.5814,0,0.7975,0.662647997,0.8714849291,0,0.0195296538,0.14
965757600,9.70271,58.4395,0,0.80625,9.042814,59.2045,0,0.800188,9.17144,59.002,0,0.80625,0.5349122925,0.6594235695,0,0.010925492,0.14
965758500,9.98932,58.1751,0,0.80719,9.402122,58.78262,0,0.805626,9.43008,58.7151,0,0.80719,0.4378265446,0.4852932944,0,0.004253124,0.14
